product_id,product_name,category,unit_price,quantity_sold,demand_forecast,supplier_id,lead_time_days,reorder_point,reorder_quantity,sales_velocity,stockout_risk,supplier_dependence,high_demand
48,"Nut - Hazelnut, Ground, Natural",home goods,334.93,232,800,48,18,846,56,12.88888172839904,1.0574999867812502,0.2413792999405474,1
49,Chocolate Eclairs,clothing,337.01,632,961,49,6,78,47,105.33315777807037,0.08116545180889229,0.07436708743090052,1
50,Wine - Cabernet Sauvignon,clothing,41.31,488,431,50,17,311,85,28.70586546713796,0.7215777094761553,0.17418032429958352,0
51,Cheese - Valancey,clothing,860.79,650,375,51,22,654,20,29.545441115708584,1.7439999534933346,0.030769230295857996,0
52,Chocolate Eclairs,clothing,709.16,431,105,52,8,960,17,53.87493265633418,9.142856272108926,0.0394431545372818,0
53,Pepper - Gypsy Pepper,home goods,692.01,369,444,53,7,467,89,52.71421040827085,1.0518017781125726,0.2411924053877397,0
54,Soup Bowl Clear 8oz92008,home goods,588.61,926,46,54,2,265,69,462.9976850115749,5.760868312854714,0.07451403807220261,0
55,"Basil - Primerba, Paste",home goods,734.31,225,78,55,9,711,3,24.99997222225309,9.115383446745712,0.013333332740740767,0
56,Flour - Strong Pizza,clothing,450.77,979,224,56,29,243,58,33.7586090487555,1.0848213801419027,0.0592441260547076,0
57,Energy Drink - Franks Original,clothing,466.75,535,859,57,19,620,33,28.15787991690531,0.721769491015489,0.06168224183771511,1
58,Vaccum Bag - 14x20,electronics,103.92,935,137,58,12,458,93,77.91660173616522,3.343065449411281,0.09946523957791188,0
59,Vinegar - Red Wine,home goods,374.61,193,425,59,19,713,9,10.15788939058453,1.677647019349482,0.04663212193615948,0
60,Sobe - Tropical Energy,home goods,520.19,687,146,60,2,733,29,343.49828250858747,5.020547601332356,0.04221251758060382,0
61,Sprouts - China Rose,electronics,210.45,580,551,61,2,863,46,289.99855000724995,1.5662431657669118,0.0793103434601665,1
62,"Beans - Black Bean, Canned",clothing,688.93,268,293,62,1,402,85,267.99732002679974,1.3720136050507303,0.3171641672699938,0
63,"Salmon - Atlantic, Fresh, Whole",home goods,61.37,307,752,63,23,948,38,13.347820283556398,1.2606382811085335,0.12377849759679162,1
64,Snapple - Mango Maddness,electronics,337.69,965,898,64,19,714,51,50.78944695292266,0.7951002138630265,0.052849740384976786,1
65,Wine - Charddonnay Errazuriz,home goods,469.99,544,933,65,14,579,88,38.85711510206064,0.6205787714836145,0.1617647029087371,1
66,Pastry - Chocolate Chip Muffin,home goods,497.59,949,102,66,30,295,57,31.633322788892404,2.892156579200335,0.06006322381387541,0
67,Crackers - Trio,home goods,554.1,678,47,67,29,640,75,23.379302282999213,13.617018379357791,0.1106194673949931,0
68,Sprouts - Pea,clothing,97.44,671,456,68,12,310,18,55.91662006948328,0.6798245464950757,0.026825632983224545,0
69,"Pork - Back, Short Cut, Boneless",home goods,268.24,605,324,69,8,665,94,75.62490546886816,2.0524690724546586,0.15537189825831574,0
70,Olives - Morracan Dired,electronics,213.52,835,834,70,3,362,12,278.33240555864813,0.43405275258929554,0.014371257312919074,1
71,Wine - Pinot Noir Latour,clothing,4.58,414,817,71,30,786,60,13.799995400001533,0.9620562917740968,0.14492753273121903,1
72,Tarragon - Fresh,clothing,220.76,212,971,72,5,146,24,42.3999152001696,0.15036045159258032,0.11320754182983293,1
73,Sobe - Orange Carrot,home goods,518.27,955,943,73,8,647,32,119.37485078143654,0.6861081581536781,0.033507853052273794,1
74,"Beans - Turtle, Black, Dry",electronics,329.81,138,885,74,4,563,67,34.499913750215626,0.6361581849021675,0.48550721119512963,1
75,"Iced Tea - Lemon, 340ml",clothing,157.59,2,97,75,10,836,10,0.1999998000002,8.61855581252002,4.999975000125,0
76,The Pop Shoppe - Cream Soda,clothing,130.36,527,336,76,6,210,14,87.83318694468844,0.6249999813988101,0.026565464391547167,0
77,Pork - Bones,clothing,15.12,960,483,77,3,847,91,319.99893333688885,1.7536231520988996,0.09479166567925348,0
78,Wasabi Powder,home goods,301.99,877,189,78,10,520,31,87.6999123000877,2.7513226057501265,0.03534777610777907,0
79,Beans - Wax,clothing,560.27,400,565,79,14,84,87,28.571408163279884,0.1486725637403086,0.21749999456250016,1
80,Beef - Salted,clothing,309.24,285,492,80,11,718,91,25.909067355393315,1.4593495638343585,0.3192982344105883,0
81,Salt - Table,clothing,56.65,687,668,81,14,687,89,49.0713935204332,1.0284430983766004,0.12954876085081862,1
82,Snapple - Mango Maddness,electronics,196.47,664,756,82,4,523,73,165.9995850010375,0.6917989326481623,0.10993975738042534,1
83,Seabream Whole Farmed,clothing,21.36,983,611,83,22,902,21,44.68179787191006,1.4762683882771133,0.02136317373994737,1
84,Sauce - Ranch Dressing,electronics,665.39,291,121,84,30,621,99,9.699996766667745,5.132230980807357,0.34020617387607655,0
85,Syrup - Monin - Blue Curacao,clothing,714.64,231,584,85,18,860,66,12.833326203707665,1.4726027145102276,0.28571427334570243,1
86,Appetizer - Seafood Assortment,electronics,473.56,249,656,86,18,98,7,13.833325648152417,0.14939024162514877,0.028112448670182782,1
87,Butter Balls Salted,clothing,652.42,577,141,87,16,32,85,36.06247746095159,0.22695033851416038,0.1473136889547021,0
88,Shortbread - Cookie Crumbs,clothing,372.41,689,862,88,19,87,19,36.26313880887431,0.10092807307508037,0.027576196987283065,1
89,Wine - Chateau Bonnet,electronics,342.6,410,929,89,3,296,16,136.6662111126296,0.31862217095132217,0.03902438929208807,1
90,Napkin White,home goods,92.62,961,35,90,4,348,25,240.24939937650157,9.942854302041628,0.026014567887465475,0
91,Basil - Pesto Sauce,home goods,77.61,995,325,91,1,466,60,994.990050099499,1.4338461097278121,0.06030150693164315,0
92,Steampan - Foil,home goods,466.81,855,99,92,30,145,41,28.499990500003168,1.4646463167023922,0.047953215813412685,0
93,Steam Pan Full Lid,electronics,469.29,268,770,93,29,844,65,9.241376123663406,1.0961038818687807,0.24253730438293641,1
94,Juice - Lemon,electronics,900.1,954,722,94,9,909,29,105.9998822223531,1.2590027526453913,0.03039832253251234,1
95,Maintenance Removal Charge,clothing,264.09,141,440,95,14,507,25,10.07142137755616,1.1522727010847114,0.1773049519641878,0
96,Lobak,clothing,227.37,19,894,96,7,559,98,2.7142818367402333,0.6252796350639862,5.157892022162094,1
97,"Squash - Pattypan, Yellow",clothing,747.65,333,817,97,5,198,9,66.5998668002664,0.24235005823316944,0.02702702621540462,1
98,Salt - Sea,home goods,449.83,794,22,98,5,310,59,158.79968240063522,14.090902685953324,0.07430730385003396,0
99,Appetizer - Crab And Brie,electronics,558.73,781,803,99,8,656,4,97.62487796890254,0.8169364779958098,0.005121638858877863,1
100,"Pasta - Fettuccine, Egg, Fresh",electronics,712.68,803,76,100,22,934,45,36.49998340909845,12.289472067174728,0.056039849862517435,0
101,"Olives - Black, Pitted",clothing,507.83,962,622,101,6,224,80,160.3330661115565,0.360128611573495,0.08316008229563324,1
102,"Hickory Smoke, Liquid",home goods,189.98,559,411,102,21,707,97,26.619034943316695,1.7201946053480632,0.17352414716414766,0
103,Red Pepper Paste,home goods,443.54,5,139,103,26,941,24,0.1923076183432237,6.769783685627073,4.7999904000192,0
104,Sugar - Palm,home goods,499.66,715,607,104,27,505,50,26.48147167352901,0.8319604475789053,0.06993006895202701,1
105,Wine - Ruffino Chianti,clothing,991.16,78,182,105,21,825,69,3.7142839455790737,4.532966783902924,0.8846152712031703,0
106,Chocolate Eclairs,electronics,909.61,209,554,106,18,3,99,11.61110466049741,0.005415162357127033,0.47368418786200056,1
107,Cheese - Bakers Cream Cheese,clothing,251.42,760,470,107,10,612,36,75.999924000076,1.3021276318696249,0.047368420429362894,0
108,Water - Aquafina Vitamin,home goods,36.99,521,588,108,15,562,70,34.733310177793214,0.9557822966703692,0.13435700317932817,1
109,Pastry - Cherry Danish - Mini,electronics,96.63,194,719,109,10,976,40,19.3999806000194,1.3574408712456068,0.2061855563821878,1
110,Trueblue - Blueberry Cranberry,clothing,530.39,17,598,110,27,525,49,0.6296293964335569,0.8779264067236388,2.882351245675738,1
111,Juice Peach Nectar,clothing,541.54,409,330,111,18,317,23,22.722209598772444,0.960606031496787,0.0562347174514739,0
112,Pork - Ground,home goods,539.89,412,485,112,25,776,83,16.47999340800264,1.59999996701031,0.2014563057898955,0
113,Onions Granulated,home goods,714.27,221,984,113,3,404,77,73.66642111192962,0.4105691015186067,0.34841627382731793,1
114,Bread Ww Cluster,home goods,5.0,457,422,114,10,84,9,45.699954300045704,0.19905212798454675,0.01969365383602508,0
115,Bandage - Finger Cots,clothing,539.34,908,239,115,22,890,62,41.272708512405224,3.7238492165753465,0.06828193757398747,0
116,"Dill - Primerba, Paste",home goods,439.68,544,609,116,20,26,49,27.1999864000068,0.04269293854362991,0.09007352775600133,1
117,Tray - 16in Rnd Blk,home goods,159.55,277,885,117,22,995,20,12.590903367771197,1.12429377260685,0.07220216345840566,1
118,Table Cloth 53x53 White,electronics,735.09,785,290,118,5,566,68,156.999686000628,1.9517240706302046,0.08662420271816303,0
119,Arctic Char - Fillets,clothing,840.5,878,251,119,11,275,84,79.81810925626432,1.095617486230379,0.09567198068710728,0
120,Food Colouring - Blue,home goods,113.49,291,361,120,25,554,9,11.639995344001862,1.534625996270748,0.030927833988734228,0
121,Chinese Foods - Chicken Wing,clothing,870.19,170,249,121,20,264,6,8.499995750002125,1.060240921275465,0.03529411557093438,0
122,Ice Cream - Life Savers,electronics,960.52,739,411,122,29,971,65,25.48274983353454,2.362530356142814,0.08795669705065363,0
123,"Lamb - Leg, Boneless",home goods,831.23,388,342,123,21,134,99,18.476181678008725,0.3918128540405599,0.2551546325991074,0
124,Flour Pastry Super Fine,electronics,261.89,125,113,124,13,112,94,9.615377218940601,0.9911503547654553,0.7519999398400048,0
125,"Ham - Smoked, Bone - In",home goods,180.28,485,549,125,18,409,66,26.94442947531696,0.7449908789619148,0.13608247142097998,1
126,Waffle Stix,electronics,572.62,402,367,126,22,632,46,18.272718966945924,1.7220707977637386,0.1144278578500533,0
127,Fork - Plastic,electronics,722.92,415,52,127,25,55,40,16.599993360002657,1.0576921042899798,0.09638553984613157,0
128,Island Oasis - Mango Daiquiri,home goods,732.8,788,973,128,4,747,51,196.99950750123128,0.7677286663131689,0.06472081136141103,1
129,Truffle Shells - Semi - Sweet,electronics,362.48,336,641,129,12,838,42,27.999976666686113,1.3073322728965324,0.12499999627976202,1
130,Wine - Alsace Gewurztraminer,clothing,373.7,701,328,130,16,232,4,43.81247261720461,0.7073170516061875,0.005706134012751298,0
131,Energy - Boo - Koo,clothing,595.12,794,1,131,5,259,5,158.79968240063522,258.99741002589974,0.006297229139833387,0
132,"Crab - Blue, Frozen",electronics,390.33,85,458,132,25,566,23,3.399998640000544,1.235807833279305,0.27058820346021134,0
133,Lemonade - Pineapple Passion,clothing,155.92,801,866,133,26,507,59,30.80768045858444,0.5854503396599268,0.07365792667093725,1
134,"Pasta - Penne, Rigate, Dry",clothing,111.45,985,135,134,5,671,77,196.99960600078802,4.970370002194815,0.07817258803885697,0
135,Duck - Legs,electronics,450.64,987,826,135,1,656,62,986.990130098699,0.794188852370595,0.0628166153716655,1
136,"Wine - Red, Colio Cabernet",electronics,366.59,876,28,136,10,12,39,87.5999124000876,0.42857127551025875,0.04452054743698005,0
137,Soup - Cream Of Broccoli,home goods,608.87,764,281,137,11,273,27,69.45448231410698,0.9715302145362914,0.035340313673556105,0
138,"Beef - Rouladin, Sliced",home goods,51.92,389,56,138,22,714,34,17.681810144631754,12.749997723214692,0.08740359672484328,0
139,Tarts Assorted,clothing,753.94,797,711,139,12,459,83,66.41661131949057,0.6455696111734233,0.10414052566950407,1
140,Chicken - Tenderloin,home goods,385.1,425,237,140,22,12,55,19.318173037194075,0.05063290925599539,0.12941176166089974,0
141,Wine - Fino Tio Pepe Gonzalez,clothing,142.24,183,409,141,17,667,8,10.764699550176735,1.6308068060927432,0.04371584460569155,0
142,"Wine - White, Lindemans Bin 95",home goods,743.65,33,321,142,1,615,39,32.99967000329997,1.915887790782312,1.1818178236915684,0
143,"Beans - Black Bean, Canned",home goods,778.37,643,567,143,18,860,99,35.722202376554236,1.5167548233376575,0.15396578298653527,1
144,Wine - Balbach Riverside,clothing,980.69,658,864,144,23,78,96,28.608683213615993,0.09027777673289611,0.14589665431768004,1
145,Wine - Trimbach Pinot Blanc,electronics,837.78,715,576,145,21,805,34,34.047602834474844,1.3975694201810864,0.04755244688737836,1
146,Beef - Top Butt Aaa,electronics,229.58,203,710,146,15,499,2,13.533324311117127,0.7028168915096212,0.009852216263437623,1
147,"Gingerale - Schweppes, 355 Ml",home goods,218.5,434,154,147,3,281,91,144.66618444605183,1.8246752061899216,0.2096774145235619,0
148,Wine - Champagne Brut Veuve,electronics,432.52,226,746,148,15,970,8,15.066656622228919,1.3002680790848784,0.03539822852220228,1
149,Whmis - Spray Bottle Trigger,home goods,976.07,613,444,149,26,411,71,23.57691400887923,0.925675654827125,0.11582381540254788,0
150,Sage - Rubbed,home goods,213.24,337,691,150,30,711,63,11.233329588890138,1.0289435451672424,0.1869436146307533,1
151,Wine - Casablanca Valley,home goods,754.58,872,430,151,30,5,37,29.066656977781008,0.011627906706327752,0.04243119217395422,0
152,Beef Flat Iron Steak,electronics,719.76,580,167,152,27,749,50,21.481473525380178,4.485029671555109,0.08620689506539836,0
153,Sobe - Liz Blizz,home goods,759.55,279,166,153,16,611,44,17.437489101569312,3.680722669835984,0.15770608753741625,0
154,"Juice - Clamato, 341 Ml",clothing,73.58,156,983,154,22,693,46,7.0909058677700605,0.7049847334182632,0.29487177596975794,1
155,Squash - Butternut,electronics,104.33,987,945,155,1,737,8,986.990130098699,0.7798941716413316,0.008105369725376194,1
156,Peppercorns - Pink,electronics,691.01,177,127,156,2,908,35,88.49955750221248,7.149605736251517,0.1977401018225931,0
157,Wine - Rhine Riesling Wolf Blass,electronics,388.99,109,11,157,22,211,12,4.954543202480362,19.181800743817508,0.11009173301910706,0
158,"Beef - Tongue, Fresh",electronics,23.69,947,594,158,5,474,44,189.39962120075762,0.7979797845457949,0.04646251270894918,1
159,Tomato Paste,electronics,12.12,727,160,159,25,75,89,29.079988368004653,0.4687499707031268,0.12242090615652124,0
160,Juice - Mango,electronics,72.51,801,601,160,30,900,62,26.69999110000297,1.497504134816903,0.07740324497623914,1
161,Kolrabi,electronics,926.44,509,272,161,2,739,54,254.49872750636246,2.7169116648194245,0.10609037119665284,0
162,Bread Ww Cluster,home goods,115.38,703,626,162,24,571,65,29.29165446181064,0.9121405605089368,0.09246088061933314,1
163,"Lamb - Racks, Frenched",home goods,368.95,832,421,163,4,444,67,207.99948000130001,1.0546318039279856,0.08052884518595138,0
164,Arctic Char - Fillets,home goods,265.47,229,862,164,2,705,87,114.49942750286249,0.8178654197463409,0.3799126471653866,1
165,Onion - Dried,home goods,445.89,176,829,165,8,683,72,21.999972500034374,0.82388418789042,0.40909088584710873,1
166,Soup - Campbells Broccoli,electronics,968.39,255,205,166,11,137,28,23.181797107457175,0.6682926503271878,0.10980391726259148,0
167,Table Cloth 90x90 Colour,home goods,314.69,263,705,167,2,678,80,131.49934250328747,0.9617021140184098,0.304182497939829,1
168,"Cheese - Cheddar, Old White",home goods,248.96,923,392,168,15,349,73,61.53329231113846,0.8903060997370893,0.07908992330346779,0
169,Venison - Racks Frenched,clothing,99.19,629,867,169,9,350,84,69.88881123465418,0.40369088346377296,0.1335453078927614,1
170,Bread - Petit Baguette,home goods,981.68,617,377,170,24,47,99,25.70832262153224,0.12466843170640765,0.16045380615147803,0
171,Beer - True North Lager,home goods,206.37,36,851,171,25,315,86,1.4399994240002305,0.3701527571074882,2.388888225308826,1
172,Crab - Imitation Flakes,electronics,937.49,369,124,172,13,736,11,28.384593550312655,5.9354833922997265,0.029810297295113898,0
173,"Pasta - Detalini, White, Fresh",electronics,584.91,476,321,173,1,370,62,475.9952400475995,1.1526479391698463,0.13025209810394753,0
174,Energy Drink - Redbull 355ml,electronics,263.45,109,924,174,6,383,82,18.166636388939352,0.4145021600162104,0.7522935089638982,1
175,Icecream - Dstk Strw Chseck,home goods,977.42,302,540,175,1,918,48,301.99698003019967,1.6999999685185192,0.1589403920880665,1
176,Tea - Grapefruit Green Tea,electronics,841.95,973,890,176,30,616,19,32.43332252222583,0.6921348236838784,0.019527235153882477,1
177,"Chicken - Breast, 5 - 7 Oz",home goods,960.25,529,110,177,30,896,21,17.633327455557517,8.145453804958745,0.039697541782655166,0
178,"Syrup - Monin, Amaretta",clothing,597.5,114,753,178,11,162,82,10.363626942157326,0.21513943937397823,0.7192981825177033,1
179,Smirnoff Green Apple Twist,electronics,230.65,76,603,179,30,467,21,2.5333324888891706,0.7744610153489052,0.27631575311634826,1
180,Bread - Kimel Stick Poly,clothing,719.0,561,17,180,4,405,78,140.24964937587657,23.82351539793212,0.13903743067669463,0
181,"Bread - Roll, Italian",clothing,965.18,850,83,181,27,83,91,31.481469821677845,0.9999998795180868,0.10705882226989621,0
182,Veal - Provimi Inside,home goods,617.0,997,262,182,29,383,57,34.379298489897074,1.4618320052735878,0.057171513970195445,0
183,Cheese - Gouda,home goods,577.82,398,742,183,10,707,41,39.7999602000398,0.9528301758378683,0.10301507278856602,1
184,Wine - Sauvignon Blanc Oyster,home goods,138.06,887,249,184,19,546,82,46.6841859556916,2.192770996274257,0.09244644766125763,0
185,Beer - Tetleys,electronics,798.4,124,107,185,8,453,60,15.49998062502422,4.233644464145377,0.48387092872008636,0
186,Dish Towel,home goods,728.7,73,742,186,13,961,62,5.615380295861311,1.2951482305236088,0.8493149521486366,1
187,Beef - Ground Lean Fresh,clothing,798.26,45,743,187,19,602,27,2.368419806094839,0.8102287912486031,0.5999998666666962,1
188,Cheese - Stilton,home goods,951.28,223,889,188,14,793,4,15.928560051028535,0.8920134882788134,0.01793721892658211,1
189,Chocolate - Unsweetened,electronics,521.89,285,401,189,7,386,5,40.7142275511035,0.9625934922046512,0.017543859033548808,0
190,Arrowroot,clothing,288.28,294,316,190,22,620,5,13.36363028925896,1.9620252543662895,0.017006802142625777,0
191,"Wine - White, Chardonnay",electronics,376.67,663,141,191,8,916,99,82.87489640637949,6.496453439967841,0.1493212647161197,0
192,Mushroom - Portebello,electronics,742.0,57,878,192,17,180,5,3.3529392041534094,0.20501138718665846,0.08771928285626616,1
193,"Pasta - Canelloni, Single Serve",electronics,481.64,463,981,193,20,305,46,23.149988425005787,0.3109072343434533,0.09935204969002052,1
194,Oil - Cooking Spray,electronics,244.93,791,297,194,12,342,89,65.9166117361569,1.151515112743599,0.11251580135883943,0
195,Sea Urchin,clothing,998.13,66,26,195,24,383,52,2.7499988541671443,14.730763565090937,0.787878668503232,0
196,"Crab - Back Fin Meat, Canned",electronics,147.67,521,809,196,18,929,40,28.944428364206466,1.1483312589823083,0.07677543038818752,1
197,Cheese - Brick With Onion,electronics,304.89,402,50,197,8,0,54,50.24993718757852,0.0,0.13432835486745387,0
198,Coconut - Whole,electronics,32.13,792,592,198,5,646,6,158.3996832006336,1.0912161977835102,0.007575757480104073,1
199,Beef - Ground Medium,clothing,990.69,4,125,199,14,922,22,0.2857140816327988,7.375999409920047,5.499986250034375,0
200,Dried Cherries,clothing,595.56,636,518,200,28,927,1,22.714277602043715,1.7895752550275048,0.0015723270193030343,1
201,Parsley Italian - Fresh,home goods,356.49,125,593,201,4,542,94,31.249921875195316,0.9139966119056221,0.7519999398400048,1
202,Strawberries,clothing,270.44,777,402,202,2,794,36,388.49805750971245,1.9751243289770068,0.04633204573575231,0
203,Rice Wine - Aji Mirin,clothing,127.97,245,450,203,14,101,7,17.499987500008928,0.22444443945679024,0.02857142740524786,0
204,Carbonated Water - Wildberry,home goods,15.49,447,597,204,19,427,6,23.526303407208733,0.7152428690914092,0.013422818491659542,1
205,Venison - Striploin,electronics,933.46,306,805,205,25,497,17,12.23999510400196,0.617391296678369,0.055555553740014585,1
206,"Iced Tea - Lemon, 340ml",home goods,537.56,23,294,206,20,236,85,1.1499994250002876,0.8027210611319368,3.695650567108449,0
207,Paper Cocktail Umberlla 80 - 180,electronics,52.45,245,687,207,23,212,74,10.65216928166553,0.308588059554759,0.30204080399833455,1
208,Food Colouring - Blue,electronics,286.59,181,351,208,19,102,11,9.526310775625907,0.29059828231913726,0.060773477305332745,0
209,"Water, Tap",clothing,983.89,167,234,209,2,351,80,83.49958250208749,1.4999999358974385,0.4790418874825217,0
210,"Bread - Sticks, Thin, Plain",electronics,195.13,99,964,210,10,113,63,9.8999901000099,0.11721991579647391,0.6363635720844877,1
211,Vinegar - Sherry,home goods,698.46,65,708,211,2,787,11,32.4998375008125,1.1115819052036455,0.16923074319527026,1
212,Ocean Spray - Kiwi Strawberry,clothing,64.85,5,978,212,7,182,65,0.7142846938790088,0.18609406762685002,12.999974000052001,1
213,Cleaner - Bleach,home goods,227.66,853,903,213,19,24,30,44.89471321330883,0.02657807279537018,0.03516998786436122,1
214,Goat - Leg,electronics,93.76,133,140,214,28,118,66,4.749998303572035,0.8428570826530655,0.4962405641924388,0
215,Yogurt - Assorted Pack,electronics,756.7,619,44,215,29,688,84,21.34482022592406,15.636360082645435,0.13570274417281514,0
216,"Coconut - Shredded, Sweet",home goods,949.54,227,415,216,21,528,90,10.809518662133971,1.2722891259689368,0.39647575345921793,0
217,Wine - Touraine Azay - Le - Rideau,clothing,296.57,871,689,217,25,396,97,34.83998606400557,0.5747460003665312,0.11136624441600179,1
218,Cakes Assorted,electronics,786.49,320,282,218,24,723,34,13.333327777780093,2.563829696318096,0.10624999667968761,0
219,Vinegar - Red Wine,home goods,509.68,150,246,219,5,196,3,29.999940000120002,0.7967479350915474,0.019999998666666755,0
220,Wine - Kwv Chenin Blanc South,home goods,460.7,350,204,220,23,963,73,15.217384688093615,4.720588003892745,0.2085714226122451,0
